,Age,EdLevel,YearsExp,YearsProExp,PreviousSalary,NumSkills,Employed
36233,1,3,37,23,106895,6,0
36234,1,3,20,13,155000,7,0
36235,0,3,5,2,7020,8,0
36236,0,3,10,7,26268,16,0
36237,1,3,30,17,68146,10,0
36239,0,1,9,2,3490,21,1
36240,0,3,4,2,130000,10,1
36241,0,3,10,3,10896,14,0
36242,0,3,6,5,6600,14,0
36243,0,4,13,10,107730,14,0
36245,0,3,7,5,22000,9,0
36246,0,3,10,4,18996,11,0
36247,0,3,16,6,120000,12,0
36248,0,3,3,0,1092,13,0
36249,1,4,25,22,32364,12,1
36250,1,1,10,8,18876,10,0
36251,0,3,12,2,150000,13,1
36252,0,1,8,3,6540,12,1
36253,1,1,25,14,36696,12,0
36254,0,4,17,12,81074,25,1
36255,0,4,8,7,11867,9,0
36256,0,4,12,7,77831,9,0
36257,0,3,8,1,86900,13,0
36258,0,4,10,7,15330,11,0
36259,1,3,16,16,180000,16,0
36260,0,3,15,13,51708,19,1
36261,1,4,8,4,96000,5,0
36262,0,4,7,0,1680,27,1
36263,0,1,13,11,73692,25,1
36264,1,4,37,25,108100,6,0
36265,0,4,10,4,43428,9,1
36266,0,3,5,2,4800,7,0
36267,1,1,5,5,4260,4,0
36269,0,4,8,3,16754,10,0
36271,0,2,7,0,36321,16,1
36272,0,3,6,2,6696,11,0
36273,0,4,13,8,13656,28,1
36274,1,3,22,15,145400,14,1
36275,0,2,3,1,12996,27,1
36276,0,3,15,8,100000,20,0
36278,0,3,6,3,6036,7,0
36280,0,4,7,2,28536,10,0
36281,0,3,4,2,8184,9,0
36282,0,4,13,4,30267,23,1
36283,0,3,7,5,15428,14,1
36284,0,4,10,5,44676,7,1
36286,1,3,8,8,42528,12,0
36287,0,3,8,7,16754,11,1
36288,1,1,22,22,78900,21,1
36290,1,1,30,20,60048,25,1
36291,0,3,5,2,51887,26,1
36293,0,4,8,2,15358,4,0
36294,0,5,10,7,116333,6,0
36295,1,4,23,13,60960,11,0
36296,0,4,15,3,116333,14,1
36297,1,4,25,23,81074,5,0
36298,0,4,12,10,70250,10,1
36299,1,3,22,18,72012,13,0
36300,0,1,6,2,14520,8,0
36301,1,3,17,15,36828,8,0
36302,0,4,4,3,50952,9,0
36303,0,3,11,7,110000,8,0
36304,0,3,13,13,50262,5,0
36306,1,4,15,10,55776,4,0
36307,1,1,30,20,42336,12,0
36308,0,3,10,3,45396,10,0
36309,0,4,6,0,41724,0,0
36310,0,3,20,6,36192,19,1
36311,0,3,5,3,3636,12,0
36312,0,3,8,1,13716,9,0
36314,0,3,10,4,14268,9,1
36315,0,3,4,0,67020,21,0
36316,0,1,1,0,12972,7,0
36317,0,3,9,7,42804,14,1
36318,0,3,6,4,9773,8,0
36319,0,3,10,7,52776,5,0
36320,0,4,15,11,62048,7,0
36321,0,4,12,6,67215,12,0
36322,0,4,8,3,7368,9,0
36323,0,2,9,6,64137,6,1
36324,1,3,25,20,68642,15,1
36325,1,1,19,13,114000,14,1
36326,0,2,7,7,122580,8,0
36327,0,3,15,8,4668,7,0
36328,0,1,8,0,11676,15,0
36329,1,4,26,22,76092,18,1
36330,0,3,9,0,16754,20,1
36331,0,3,10,7,20943,14,0
36332,0,3,10,3,37620,19,1
36333,0,3,8,3,48214,18,1
36334,0,4,10,0,3348,8,0
36335,0,3,4,4,5652,10,0
36336,0,5,18,3,51888,4,0
36338,1,4,25,20,62916,5,0
36340,0,4,16,11,94900,11,1
36341,1,3,14,14,63337,9,1
36342,0,1,15,12,40572,19,1
36343,0,2,4,0,22056,9,1
36344,0,3,10,5,24000,7,0
36345,0,3,3,2,30000,5,0
36346,0,4,15,10,64859,14,1
36347,1,4,30,18,108098,4,0
36348,0,3,7,2,51887,14,1
36349,0,4,9,3,11169,20,1
36350,0,4,3,2,20388,11,0
36351,0,1,10,3,23267,4,0
36352,1,1,24,17,35672,9,0
36353,0,3,3,1,16152,6,0
36354,1,4,4,3,54049,10,1
36355,0,5,23,18,85608,14,0
36356,0,3,10,4,90482,23,1
36357,0,3,7,3,12951,9,0
36358,1,5,34,11,37620,12,1
36359,1,4,20,16,63564,10,0
36360,1,4,19,13,64860,4,1
36361,1,5,30,20,129718,1,0
36362,0,4,13,4,64859,8,0
36363,1,3,7,7,6981,7,0
36364,1,3,9,5,54049,13,1
36365,0,3,7,10,12000,8,0
36366,0,3,10,5,2808,10,0
36368,0,3,6,4,1584,25,1
36369,0,4,9,0,38916,4,0
36370,0,3,2,1,60000,9,0
36371,0,3,5,0,33732,10,0
36372,0,4,7,2,33535,11,0
36373,0,3,5,3,17316,12,1
36374,0,4,4,2,96945,7,0
36375,0,3,8,7,32712,16,1
36376,0,2,16,2,38916,8,1
36377,1,1,20,11,62352,9,1
36378,0,4,20,10,63281,10,0
36379,0,1,7,5,43239,13,0
36380,0,3,6,1,7548,11,0
36381,0,3,5,1,27336,11,1
36382,0,4,10,1,42960,16,1
36383,0,3,5,0,1680,4,0
36384,0,3,11,5,11676,11,1
36385,0,4,12,8,156750,14,1
36387,0,3,5,4,12720,18,1
36388,0,3,6,3,15358,17,0
36389,1,3,25,20,106895,9,0
36390,0,5,8,0,23064,5,0
36391,0,1,10,0,23352,7,0
36392,1,3,36,21,32429,12,0
36393,1,3,15,11,28322,4,0
36394,0,3,15,7,35076,23,0
36395,1,5,30,20,129720,18,0
36396,0,3,4,2,41363,15,1
36397,0,3,12,3,8377,13,0
36398,0,1,13,10,97288,13,0
36399,0,3,19,7,29727,15,1
36400,0,4,10,6,55130,14,0
36401,0,1,5,4,20580,8,0
36402,0,3,13,10,71340,28,1
36403,0,3,7,3,44678,12,0
36404,1,5,22,16,45814,6,0
36405,0,3,8,3,18156,24,1
36406,1,4,21,12,91883,9,1
36407,0,3,5,3,13570,16,1
36408,0,4,10,4,66895,8,0
36409,0,3,13,13,19752,25,1
36410,1,3,10,7,33850,17,1
36411,0,4,10,8,47470,20,1
36412,0,2,4,2,11724,27,1
36413,0,4,20,10,81074,5,0
36414,0,4,9,4,64859,8,0
36415,0,3,7,3,17904,11,1
36416,1,4,18,13,108358,15,1
36417,0,5,12,8,62697,12,0
36418,0,4,9,3,13740,8,0
36419,0,3,6,3,26527,7,0
36420,0,4,15,9,33732,3,0
36421,1,5,15,12,28500,6,0
36422,1,2,25,22,75669,6,0
36423,1,2,35,8,21620,19,1
36424,0,4,6,0,840,11,0
36425,0,2,10,0,43239,9,0
36426,0,3,12,10,15358,5,0
36427,1,5,18,12,100464,3,0
36428,0,3,5,0,58373,14,1
36429,0,3,10,0,46704,6,0
36430,0,4,1,0,45077,9,0
36431,0,3,11,6,10560,26,1
36432,0,3,13,3,36444,17,1
36433,0,4,4,3,29320,7,0
36434,0,1,13,7,64859,24,0
36435,1,4,21,5,75000,18,1
36436,1,3,26,22,66156,20,1
36437,0,3,18,10,68844,23,1
36438,0,3,7,2,19452,14,0
36439,0,3,7,3,24000,9,1
36440,0,3,10,1,14256,5,0
36442,0,2,6,3,46764,13,0
36443,1,4,18,14,100822,14,1
36444,1,2,26,23,29832,1,0
36445,0,3,12,8,65340,23,1
36446,0,4,2,2,40212,6,0
36447,0,3,6,0,15512,15,0
36448,0,4,10,5,13264,14,1
36449,0,4,13,3,31128,22,1
36450,0,4,9,1,64859,5,0
36453,1,4,15,9,55452,20,0
36454,0,4,6,2,32424,15,0
36455,0,4,10,4,16860,7,0
36457,0,2,7,6,41568,26,1
36458,0,4,4,3,32429,13,0
36459,1,5,20,11,97288,10,0
36460,0,3,6,2,4860,8,0
36461,0,3,10,7,67021,7,0
36462,0,2,10,7,64860,15,1
36463,0,3,6,6,59172,17,1
36464,0,1,5,2,12996,23,1
36465,0,4,7,4,32429,12,0
36466,0,4,8,4,96621,20,1
36467,1,3,5,5,11724,18,1
36468,1,4,30,15,108098,15,1
36469,0,3,6,1,28800,9,0
36470,0,3,15,10,75669,12,0
36471,0,1,16,9,43404,4,0
36472,1,4,5,5,138936,22,1
36473,1,3,20,11,41,14,1
36474,0,2,17,10,49092,7,0
36475,0,3,6,3,5236,10,1
36476,1,3,28,15,97288,27,1
36477,0,3,8,2,41508,24,1
36478,1,4,14,14,53957,14,1
36479,0,1,0,5,7200,12,1
36480,0,3,18,8,78900,24,1
36481,0,3,15,7,54289,16,1
36482,1,4,13,11,95736,10,0
36483,0,4,11,5,70264,6,0
36484,0,4,8,5,13962,5,0
36485,0,2,14,5,42804,20,1
36486,0,3,13,5,63337,27,1
36487,0,3,12,8,32028,22,1
36488,0,4,11,6,30372,19,1
36490,0,4,6,3,40000,21,1
36491,0,3,10,3,23172,30,1
36492,0,3,5,0,8628,14,1
36493,0,4,11,10,71154,19,0
36494,0,1,7,4,52536,0,0
36495,0,5,15,6,113748,7,0
36496,0,3,6,3,5364,2,0
36497,0,5,8,5,118531,4,0
36498,0,3,4,2,43239,11,0
36499,0,3,5,0,4908,17,1
36500,1,1,10,8,42000,25,1
36501,0,4,9,0,10192,28,1
36503,1,4,29,15,21650,3,0
36504,1,3,20,8,99348,11,0
36505,0,3,6,1,2472,12,0
36506,0,3,5,1,2400,4,0
36507,1,4,4,3,63036,9,0
36508,0,3,10,6,52044,9,0
36509,0,3,10,5,33510,11,0
36510,0,3,7,1,6981,9,0
36511,1,1,10,10,41363,2,0
36512,0,3,6,3,25248,19,1
36513,0,4,12,7,55224,21,1
36514,0,5,8,4,54756,7,0
36515,0,4,13,5,32429,7,0
36516,0,4,12,10,41077,10,0
36517,0,4,4,1,11676,15,1
36518,0,4,12,6,14676,4,0
36519,1,2,25,20,86478,7,0
36520,0,3,5,2,14820,14,1
36521,0,3,3,2,31176,5,0
36522,0,4,4,2,54049,12,0
36523,0,4,16,10,51888,18,1
36524,0,3,8,3,19546,9,0
36525,0,4,11,6,65916,9,0
36526,0,3,6,5,7788,10,0
36527,0,3,5,2,45241,6,0
36528,0,4,12,5,96945,26,1
36529,0,4,10,4,36284,9,1
36530,0,3,9,3,6646,5,0
36531,1,5,30,20,157596,10,0
36532,1,5,35,12,23268,15,1
36533,0,3,8,3,16050,18,1
36534,0,4,10,4,52968,15,1
36535,1,4,30,22,77832,18,1
36536,0,2,9,4,47952,23,1
36537,0,4,15,5,19896,14,1
36539,0,1,5,3,22260,23,1
36540,1,4,25,13,108098,13,1
36541,0,3,3,2,18996,9,0
36542,0,4,11,10,61620,5,0
36543,1,5,35,12,97288,13,0
36544,0,3,7,2,67021,15,1
36545,0,3,5,3,9492,5,0
36546,0,3,20,10,52186,12,1
36547,0,3,5,0,18156,16,1
36548,0,1,10,3,28428,17,0
36549,0,4,6,2,34900,9,1
36550,0,1,6,1,28437,11,1
36551,0,4,7,0,13956,3,0
36552,0,4,10,2,70132,9,0
36553,1,5,25,8,91883,10,0
36554,0,3,13,6,4140,28,1
36555,1,2,29,8,95143,18,1
36556,0,3,4,3,9084,8,0
36557,0,4,15,8,54451,13,0
36558,0,3,15,7,39093,7,0
36559,0,3,6,4,6981,16,1
36560,0,3,14,11,42158,14,1
36561,0,3,7,6,11169,17,1
36562,0,3,14,5,81600,11,0
36563,1,4,13,11,41520,9,0
36564,0,1,5,0,16860,17,1
36565,1,1,0,20,17318,12,0
36566,1,4,15,10,59454,17,1
36567,1,3,11,6,64860,16,1
36568,0,1,7,3,18192,25,1
36569,0,3,4,0,4887,11,1
36570,0,1,22,10,46764,8,0
36571,0,4,7,2,31560,14,1
36572,0,3,15,5,55000,5,0
36573,0,4,3,2,37834,13,1
36574,0,5,14,7,109871,17,1
36575,0,4,5,3,9468,13,1
36576,1,4,20,13,120000,7,0
36577,0,3,5,1,13680,4,0
36578,0,3,12,4,39996,12,1
36579,0,1,3,2,2124,14,1
36580,0,3,8,6,37128,13,0
36582,0,3,4,0,33089,9,0
36583,0,3,23,2,100000,10,0
36584,0,4,10,7,49725,18,1
36585,0,4,6,4,21620,7,0
36586,0,4,13,3,55130,16,1
36587,0,3,5,0,11169,13,0
36588,0,4,9,4,57684,9,0
36589,0,4,9,4,32429,24,1
36590,0,2,6,3,23352,6,0
36591,0,3,7,1,5412,15,1
36592,0,1,11,6,43239,13,1
36593,0,3,2,1,9864,11,0
36594,1,3,15,10,40550,12,1
36595,1,3,25,25,155112,8,0
36596,1,3,28,21,84312,10,0
36597,1,3,19,15,24000,20,1
36599,0,1,4,3,29196,6,0
36600,0,3,6,4,54049,21,1
36601,1,4,27,25,150000,9,0
36602,0,1,5,2,39888,25,1
36603,0,4,10,5,51384,17,1
36604,0,3,8,3,6981,6,0
36606,0,2,11,3,42804,6,0
36607,0,3,8,6,21780,11,1
36609,1,1,16,16,151000,11,1
36610,0,4,16,7,97288,11,0
36611,1,4,10,6,77832,13,1
36612,1,4,27,17,48644,24,1
36613,0,1,10,7,112068,13,1
36614,0,4,11,7,48644,25,1
36615,0,1,5,0,48644,22,1
36616,1,4,25,18,97288,8,1
36617,1,2,23,11,105000,10,0
36618,0,4,10,3,43239,22,1
36619,0,4,5,5,9047,9,0
36620,0,3,12,5,21955,17,1
36621,1,2,20,15,86478,25,1
36622,1,4,18,14,122000,3,0
36624,0,3,10,2,14432,20,1
36625,0,4,10,4,49725,14,1
36626,0,2,8,3,43239,8,0
36627,1,3,10,3,36193,3,0
36628,0,3,8,3,25032,19,1
36629,0,3,3,0,33607,8,1
36630,1,1,25,17,29484,22,1
36631,0,3,15,10,51658,8,1
36632,0,5,18,5,100822,11,0
36633,0,3,15,5,49725,9,0
36634,0,5,8,0,38778,3,0
36635,0,1,4,2,19452,20,1
36636,0,4,6,0,11844,21,1
36637,0,1,7,3,43239,23,1
36638,1,1,30,20,29196,16,1
36639,0,3,17,4,75000,20,1
36640,0,3,8,6,37476,14,1
36642,0,1,8,6,38778,5,0
36643,0,4,10,3,5760,19,0
36644,0,3,6,2,36193,12,1
36645,0,3,15,8,54672,23,1
36646,0,3,6,1,2508,5,0
36647,0,1,9,0,22056,18,1
36648,0,2,9,5,118908,16,0
36649,0,3,8,5,51552,16,1
36650,0,3,7,3,6732,18,1
36651,0,3,12,6,54672,15,1
36652,0,3,7,5,51888,23,0
36653,0,3,15,6,33528,28,1
36654,1,1,22,19,35672,13,1
36655,0,3,20,4,49160,16,1
36656,1,3,30,25,58167,8,0
36657,1,1,6,6,115000,4,0
36658,0,5,15,8,41568,7,0
36659,1,5,20,10,67500,16,0
36661,0,3,16,14,52996,0,0
36662,0,1,14,3,50806,3,0
36663,0,1,10,3,20015,21,1
36664,0,3,6,6,6283,17,1
36665,0,2,4,0,9108,3,0
36666,0,1,7,12,20652,9,1
36667,1,1,20,16,103776,11,0
36668,0,3,6,5,13224,15,1
36669,1,4,25,15,81433,18,1
36670,1,4,10,6,77479,7,0
36671,1,4,2,0,47563,6,0
36672,1,3,15,11,176000,15,1
36673,0,4,4,4,37294,1,0
36674,0,3,8,2,51704,22,1
36675,0,3,5,2,4944,22,1
36676,0,3,6,3,105000,16,1
36677,0,3,19,8,77000,9,1
36678,0,4,16,6,64860,9,1
36679,0,4,20,9,133000,19,0
36680,0,4,19,9,24468,11,1
36681,0,1,7,2,4308,12,1
36682,0,1,16,10,98745,16,1
36683,0,1,2,0,9432,13,0
36684,0,3,8,4,9624,20,1
36685,1,3,25,15,142185,10,0
36686,0,3,15,13,104713,22,1
36687,1,1,25,20,64630,14,0
36688,0,1,10,4,7000,5,0
36689,0,4,8,2,51704,15,1
36690,1,4,30,20,95520,6,0
36691,0,3,9,6,33398,19,1
36692,0,3,7,3,7908,16,0
36693,0,3,14,4,37834,27,1
36694,0,3,7,5,39780,9,0
36695,0,4,10,5,33408,24,1
36696,0,1,8,6,37834,5,0
36697,0,1,9,5,15096,10,0
36698,1,3,24,19,15000,11,0
36701,0,4,9,2,73507,6,0
36702,0,4,7,1,33732,2,0
36703,0,2,8,5,36213,22,1
36704,1,4,20,10,56211,21,1
36705,0,4,10,4,64859,7,0
36706,0,3,7,4,82155,21,1
36707,1,4,24,20,43239,14,1
36709,0,1,8,5,27492,9,0
36710,0,4,9,4,34591,5,0
36711,0,4,8,2,27240,15,1
36712,0,4,6,2,18156,16,1
36713,0,3,9,5,46416,16,1
36714,0,3,4,3,31896,10,1
36715,0,3,8,4,56211,7,0
36716,1,3,37,25,70165,8,0
36717,1,4,20,10,80640,25,1
36718,0,3,8,4,60000,13,1
36719,0,4,7,4,67021,17,0
36720,1,3,19,11,94366,13,0
36721,1,3,23,15,98000,5,1
36722,1,3,11,8,33508,11,1
36723,0,3,13,5,27923,6,0
36724,0,4,15,2,44040,25,1
36725,0,3,11,8,51888,5,0
36726,1,4,33,23,59676,8,0
36729,0,1,2,1,23913,18,1
36730,1,3,25,19,75669,12,0
36731,1,5,12,8,25944,3,0
36732,0,4,9,3,78000,10,0
36733,0,3,9,4,5952,13,0
36734,0,1,5,2,25296,12,1
36735,0,1,13,8,21192,10,0
36736,0,4,13,2,54049,9,0
36737,1,3,18,15,64859,14,0
36738,0,3,5,2,14268,13,1
36739,0,1,3,0,11328,12,0
36741,1,3,21,15,81074,8,0
36742,1,4,10,9,48936,14,1
36743,0,3,7,3,36324,22,1
36744,0,3,11,8,139000,6,0
36745,0,3,12,2,8292,22,1
36746,0,4,9,4,38915,16,0
36747,0,1,10,5,15564,23,1
36748,1,4,23,18,135000,14,1
36749,1,4,20,10,122736,6,0
36750,1,4,22,6,30267,16,1
36751,0,3,14,11,828,13,1
36752,0,1,5,1,24300,21,1
36754,0,4,9,3,79020,7,0
36755,0,3,5,1,61261,10,0
36756,0,4,10,4,10974,3,0
36757,1,1,22,17,64859,14,1
36758,0,3,3,0,23388,8,1
36759,1,5,10,6,19728,2,0
36760,1,4,17,15,22907,8,0
36761,1,3,27,20,27492,2,0
36762,1,3,25,17,125000,4,0
36763,0,3,9,5,39492,10,1
36764,0,2,10,2,60984,12,0
36765,0,3,4,0,20943,26,1
36766,0,2,11,0,60000,17,1
36767,0,2,3,1,52000,8,0
36768,0,1,22,7,38778,24,1
36769,1,1,30,20,113000,10,1
36770,1,1,10,10,170000,15,1
36771,0,4,10,5,110000,7,0
36772,1,3,27,20,30240,1,0
36773,1,1,8,4,79776,15,1
36774,0,4,6,2,110500,25,1
36775,0,3,22,6,55224,10,1
36776,0,1,4,3,13740,15,1
36778,0,3,3,1,47563,11,0
36779,0,2,4,2,5400,8,0
36780,0,3,15,3,80000,13,1
36782,0,4,15,9,130000,17,0
36783,0,1,6,4,150000,20,1
36784,0,3,8,2,30267,14,1
36785,0,2,19,3,63750,15,1
36786,0,3,5,1,43239,28,1
36787,0,3,10,4,47400,14,0
36789,0,4,4,2,18828,8,1
36790,0,3,8,4,25380,10,0
36791,0,3,3,0,10008,13,1
36792,0,1,4,1,11664,4,0
36793,0,3,7,0,9494,15,0
36794,0,2,5,5,3600,8,1
36795,1,1,3,3,104000,13,1
36796,1,3,10,3,25944,6,0
36797,0,4,5,3,25980,10,0
36798,1,3,23,20,150000,13,1
36799,0,1,5,2,27488,6,0
36800,0,3,7,5,11268,12,1
36801,0,1,5,2,21620,3,0
36802,0,1,8,6,82848,12,0
36803,0,3,14,9,150000,19,1
36804,0,2,3,3,13620,13,1
36805,0,3,10,5,59459,9,0
36806,0,1,9,6,36000,17,1
36808,0,3,1,1,30253,10,1
36809,0,3,4,0,43302,15,0
36810,0,3,8,2,83770,6,0
36811,0,3,2,2,34200,13,1
36812,1,1,37,25,91883,11,1
36813,0,3,7,5,44203,11,0
36814,0,1,11,7,80172,18,0
36815,0,3,3,1,120000,11,0
36817,1,4,35,22,80424,23,1
36818,0,3,9,0,8377,16,1
36819,0,3,6,2,65000,9,0
36820,0,3,6,1,20580,9,0
36821,0,3,13,9,98000,7,0
36822,0,4,4,2,77556,11,0
36823,0,3,5,3,1081,9,1
36824,0,4,12,8,54935,27,1
36825,0,3,2,0,80000,16,1
36826,0,3,14,3,98841,9,1
36827,0,3,8,4,36192,25,0
36828,0,3,6,2,2340,12,0
36829,1,3,29,21,24012,7,0
36830,0,3,10,6,110000,13,0
36832,0,3,1,0,25852,12,1
36833,1,1,35,17,64848,11,0
36835,0,3,15,7,50262,20,0
36836,0,4,20,8,50772,21,1
36837,0,3,12,4,64287,20,1
36838,1,3,25,8,130000,14,1
36839,1,5,15,10,64859,6,0
36840,0,1,5,2,11676,14,1
36842,0,3,11,10,21780,12,0
36843,0,3,3,3,1644,25,1
36844,0,1,5,3,75920,13,1
36845,0,4,6,2,75669,29,1
36846,0,3,11,6,88640,6,0
36847,0,3,10,4,32429,7,0
36848,0,3,2,0,100000,12,1
36849,0,1,5,2,3888,13,1
36850,0,3,5,1,9075,9,0
36851,0,2,6,1,45396,10,1
36852,0,3,12,11,42804,18,1
36855,0,3,13,2,31765,15,1
36856,0,3,16,8,107720,24,1
36857,1,4,27,18,75669,10,0
36858,1,5,10,10,51704,2,0
36859,0,1,15,11,30240,8,0
36860,0,1,6,3,35676,19,1
36861,1,1,9,7,120000,19,1
36862,0,3,6,2,115000,10,1
36863,0,2,6,1,40476,4,0
36864,0,3,6,0,2964,19,0
36865,0,3,5,0,180000,1,0
36866,1,3,2,0,76000,10,0
36867,1,1,39,25,68068,13,0
36868,0,3,19,9,55776,15,1
36869,0,3,9,5,38437,12,0
36870,0,3,7,3,66569,11,0
36871,0,3,15,11,27923,9,0
36872,0,2,11,8,75669,16,0
36873,0,2,12,6,70000,10,1
36874,1,3,27,22,135123,8,0
36875,1,1,20,15,129718,17,0
36877,0,3,7,0,7692,13,1
36878,0,3,5,2,125000,4,0
36879,0,3,6,3,130000,16,1
36880,0,3,10,3,78000,13,0
36881,1,2,18,15,19200,9,0
36882,0,3,9,3,97288,4,0
36883,0,3,8,3,50000,7,0
36884,0,3,6,5,16596,23,1
36885,0,4,8,5,75669,20,1
36886,1,3,13,12,175000,15,1
36888,1,3,30,21,72288,15,1
36889,0,3,10,7,45401,21,1
36890,0,3,12,8,11867,8,0
36891,0,3,5,3,51704,7,0
36892,0,3,20,3,60624,9,0
36893,0,3,5,3,140736,12,1
36894,1,3,30,20,48000,5,0
36896,0,3,8,2,71000,16,1
36897,1,3,23,14,190000,6,0
36898,1,4,14,7,91711,11,1
36899,0,4,17,9,37200,14,1
36901,0,3,4,0,30253,17,1
36902,0,3,5,2,5028,27,1
36903,0,4,5,3,41363,12,0
36904,0,3,5,1,11169,12,1
36905,0,4,9,6,22339,6,0
36907,0,1,5,0,39276,12,0
36909,0,3,5,0,2820,13,0
36910,1,3,30,25,113447,16,1
36911,0,4,8,3,43239,11,0
36912,1,5,19,19,48,9,0
36913,0,3,7,3,72000,6,0
36914,0,4,12,3,24648,19,0
36915,0,3,10,4,11169,8,0
36916,0,3,4,2,41363,7,0
36918,1,4,14,9,30716,10,1
36919,0,4,12,3,110000,5,0
36920,0,1,3,2,24300,13,1
36921,0,3,5,0,55027,5,0
36922,0,3,12,1,5208,7,0
36923,1,4,10,7,39996,6,0
36924,0,4,10,5,18000,7,0
36925,0,3,7,7,12912,10,0
36927,1,4,5,5,75631,4,0
36928,0,4,5,3,35508,9,0
36929,0,5,15,5,59454,4,0
36930,1,3,34,20,38916,6,0
36931,0,3,5,2,49000,5,0
36932,0,3,1,0,2076,7,0
36933,1,4,4,2,119500,11,0
36934,0,4,6,3,75669,10,0
36935,1,5,25,12,25260,4,0
36936,0,3,6,2,19861,13,1
36937,1,4,30,20,100000,7,0
36938,0,3,4,3,40000,8,0
36939,0,4,9,3,175000,19,0
36940,0,1,5,5,54049,17,1
36941,0,3,4,2,25944,18,0
36942,0,2,5,0,9084,14,1
36943,0,3,9,8,44040,24,1
36944,0,2,4,2,51888,11,0
36945,0,3,13,7,51888,12,0
36946,0,1,6,2,30683,15,1
36948,1,4,20,4,81074,19,1
36949,0,3,20,5,83200,15,1
36950,1,5,25,10,48000,11,0
36951,0,4,10,3,64859,24,1
36952,0,3,10,2,100000,15,0
36953,0,3,17,6,57292,15,1
36954,0,3,6,6,36708,13,0
36955,0,3,10,5,123000,7,0
36956,1,3,38,15,40836,14,0
36957,0,4,10,7,120000,16,0
36958,0,3,3,2,24720,11,0
36959,0,3,8,3,57292,12,1
36960,1,3,20,17,41232,17,1
36962,0,4,7,2,41508,15,1
36963,1,4,23,15,145000,11,0
36964,0,3,12,9,88000,14,0
36965,0,3,6,3,6000,5,0
36966,0,4,3,2,48644,9,0
36967,1,4,29,13,82155,9,0
36968,0,3,6,2,100000,16,1
36969,0,4,10,4,9773,7,0
36970,0,3,4,0,9773,8,0
36971,0,2,15,15,48100,26,1
36972,0,3,8,1,65000,25,1
36973,0,3,5,0,12600,10,1
36974,0,3,8,4,18150,7,1
36976,0,5,20,3,142000,8,0
36977,1,4,12,8,100214,18,1
36978,0,3,12,7,116000,24,1
36979,1,3,21,21,75631,10,1
36981,0,3,5,2,69000,12,0
36982,0,3,2,1,165000,16,1
36983,0,4,7,2,45408,3,0
36984,0,1,14,6,23208,12,1
36985,0,3,3,0,70000,13,1
36986,0,2,7,1,13668,10,0
36987,0,3,5,4,155000,8,0
36988,0,3,5,2,43029,7,0
36989,1,4,24,20,166400,12,0
36990,1,3,26,20,77832,13,1
36991,0,3,2,0,19452,5,0
36992,0,3,11,0,72636,20,1
36993,0,4,10,5,30267,7,0
36995,0,4,15,10,68647,7,0
36996,0,3,12,6,34584,7,0
36997,0,3,10,3,24636,20,1
36998,0,3,10,1,4176,25,1
36999,0,3,7,4,42528,8,0
37000,0,3,5,0,93000,12,0
37001,1,4,21,15,54049,13,0
37002,1,4,20,16,162147,7,0
37003,0,4,11,11,103776,29,1
37004,0,2,4,3,8412,9,0
37006,0,4,18,4,75000,12,1
37007,1,5,6,6,74000,9,0
37008,0,3,1,1,12972,3,0
37009,1,3,35,12,106000,19,1
37010,0,1,5,2,8244,9,0
37011,0,3,21,11,80400,15,1
37012,0,4,2,0,27025,18,0
37013,0,4,10,1,36816,10,0
37014,0,1,6,0,1944,17,0
37015,0,3,5,2,57185,3,0
37016,1,1,8,6,87552,10,0
37017,0,3,5,0,16548,6,0
37018,0,3,12,7,36972,11,1
37019,0,3,16,11,150000,17,0
37021,0,1,12,5,85000,16,1
37022,1,4,25,10,94368,8,0
37023,0,2,9,5,38916,15,1
37024,0,3,16,10,28380,24,1
37025,0,2,12,6,23782,19,1
37026,0,4,10,4,120000,18,1
37027,1,1,36,11,58908,15,1
37028,0,3,11,9,128000,10,0
37029,1,3,17,13,180000,7,0
37030,0,4,3,3,27336,12,0
37031,0,3,7,3,16000,16,0
37032,0,3,8,2,23352,7,1
37036,1,5,20,15,35676,20,1
37037,1,5,20,7,71345,4,0
37038,0,3,10,3,37992,3,0
37039,0,3,2,1,11652,14,1
37040,0,3,8,3,23364,8,1
37041,0,1,7,5,54049,18,0
37042,0,1,10,7,15756,22,0
37043,0,3,10,5,23808,4,0
37044,0,2,6,1,23267,15,1
37045,0,5,15,15,75,13,0
37046,0,3,9,0,65000,4,0
37047,0,2,1,0,32429,16,0
37048,0,3,10,4,29832,12,0
37049,0,5,10,1,18156,11,1
37050,1,3,15,12,10116,12,1
37051,0,3,8,4,90000,18,1
37052,0,4,1,0,7548,13,0
37054,0,4,15,4,57156,11,0
37055,0,3,6,2,20943,20,0
37056,0,2,10,9,29580,13,1
37057,1,4,20,8,120000,17,1
37058,1,3,25,25,109956,25,1
37059,0,4,5,3,43303,3,0
37060,0,5,8,5,184000,5,0
37061,0,3,8,4,30716,14,1
37062,0,3,9,8,184000,8,0
37063,0,1,6,2,3156,21,1
37064,0,5,15,6,91883,21,0
37065,0,3,7,2,44028,19,0
37067,0,1,5,4,2268,13,1
37070,0,1,8,6,83194,16,0
37071,0,1,6,1,52000,6,0
37073,0,4,12,5,76416,10,0
37074,0,3,5,4,8748,20,1
37075,0,3,10,6,110000,22,1
37076,0,4,8,4,46632,10,0
