,Age,EdLevel,YearsExp,YearsProExp,PreviousSalary,NumSkills,Employed
37077,1,4,15,8,28392,7,0
37078,0,3,6,3,23808,13,1
37079,0,1,15,5,64859,15,0
37080,0,3,3,1,52000,11,0
37081,0,4,13,5,38976,6,0
37082,0,3,12,6,38916,11,1
37083,0,3,7,3,64737,15,1
37084,1,3,22,11,90000,11,0
37085,1,4,29,20,91287,22,1
37086,0,3,3,2,80000,11,1
37087,0,1,14,11,69828,17,0
37088,0,1,3,2,13212,15,1
37089,0,3,3,1,57000,9,0
37090,0,3,7,1,43866,21,1
37091,1,1,25,22,32088,10,0
37092,0,3,7,2,25944,6,0
37093,0,4,10,2,55776,9,0
37094,1,4,10,5,135123,9,1
37096,0,2,2,0,21396,17,1
37097,1,2,35,23,128000,14,1
37098,0,5,16,11,70264,4,0
37099,0,3,10,1,57480,15,0
37100,0,3,9,3,45379,12,0
37101,0,3,5,3,18120,21,1
37102,0,3,8,1,74676,21,1
37103,0,3,10,6,90000,9,0
37104,0,3,3,2,12372,12,1
37105,0,4,7,3,15120,21,1
37106,0,4,10,6,90000,5,0
37108,1,3,3,2,12924,17,1
37109,0,4,10,9,61616,10,0
37110,0,3,4,0,34368,16,1
37111,1,3,33,18,125382,10,0
37112,0,3,11,2,2100,5,0
37113,1,1,17,15,29196,22,1
37114,0,3,5,1,72000,7,0
37115,0,4,7,4,71093,8,0
37116,0,3,3,2,75000,10,0
37117,0,3,11,6,90000,9,1
37118,0,3,9,7,76750,20,1
37119,0,1,4,3,37485,10,0
37120,0,1,6,3,12564,14,1
37121,0,3,4,2,49956,10,0
37122,0,3,18,5,58413,11,1
37123,1,3,35,25,120000,8,0
37124,0,4,5,2,47035,2,0
37125,1,3,23,15,106731,5,0
37126,0,3,14,12,150000,15,1
37127,0,3,5,1,36972,13,0
37128,1,1,30,25,175000,15,1
37129,0,3,6,0,32315,8,0
37130,0,4,14,6,38316,7,0
37131,0,3,11,7,106000,14,1
37132,0,1,3,3,30312,15,0
37134,1,3,37,25,90758,11,1
37135,0,3,7,3,15372,10,0
37136,0,3,16,7,80000,18,1
37137,0,3,4,2,36303,16,0
37138,0,4,12,12,54972,18,0
37139,0,3,13,8,37752,11,1
37141,0,3,11,4,75631,30,1
37142,0,1,8,0,27025,6,1
37143,0,3,12,10,71184,10,0
37144,0,3,4,0,167000,14,0
37145,0,3,6,4,58368,14,1
37146,0,1,7,3,49092,21,1
37147,0,4,3,2,30684,6,0
37148,0,4,10,0,59454,2,0
37149,0,3,4,1,175000,2,0
37150,1,4,32,21,73404,7,0
37151,0,4,8,3,140000,13,1
37152,1,3,20,12,95000,19,1
37153,0,3,3,0,24000,9,1
37154,0,4,7,2,32315,5,0
37155,0,3,13,9,91000,17,1
37156,0,4,19,11,74066,19,1
37157,0,3,11,6,50000,16,0
37158,0,3,15,10,195000,6,0
37159,0,3,16,1,52186,10,1
37160,0,4,6,1,54000,25,1
37161,0,1,9,3,25944,10,0
37162,1,3,27,17,140000,5,1
37164,1,1,21,12,51000,9,0
37165,0,4,10,3,113000,8,0
37166,1,4,25,16,108098,23,1
37167,1,4,20,16,75600,14,1
37168,0,4,1,0,9948,13,1
37169,1,3,20,5,22536,8,0
37170,0,1,11,10,88068,20,1
37171,0,2,4,2,10380,12,1
37172,0,5,8,5,190000,3,0
37173,0,4,10,6,100000,15,0
37174,0,4,7,5,21024,5,0
37175,1,3,22,18,88800,4,0
37176,0,3,9,5,7044,20,1
37177,0,4,17,8,175000,22,1
37178,1,4,16,10,91883,2,0
37179,0,3,8,3,16084,10,0
37180,0,3,11,1,52000,20,1
37181,0,3,7,2,86976,8,0
37182,0,3,5,1,33278,13,1
37183,0,1,10,5,40212,17,1
37184,0,3,7,0,154000,12,0
37185,0,3,10,4,34380,11,0
37186,0,3,6,2,23352,27,1
37188,0,1,2,1,40000,14,1
37189,1,3,21,17,143768,14,1
37190,0,4,12,10,110000,14,1
37191,0,1,4,3,48600,9,0
37192,0,3,10,6,28248,14,0
37193,0,3,5,1,33607,15,0
37194,1,3,30,21,117229,7,0
37195,0,4,11,8,125000,16,1
37196,0,3,9,4,12324,22,1
37197,0,4,6,3,11400,22,1
37198,1,3,28,16,160000,19,0
37199,0,4,11,6,6696,14,1
37200,0,3,10,2,110000,5,0
37201,1,3,25,13,115000,16,1
37202,1,5,13,6,121010,10,0
37203,1,1,20,15,100000,14,1
37204,0,3,14,12,132000,10,0
37205,0,1,2,1,6468,10,1
37206,1,3,18,8,46001,13,0
37207,0,1,11,10,125000,24,1
37208,1,3,15,7,93000,8,0
37210,0,3,5,2,15120,24,1
37211,0,4,15,10,69595,11,1
37215,0,5,6,3,34591,5,0
37216,1,4,35,18,86478,11,0
37217,0,4,6,0,51429,15,0
37218,0,5,26,10,110000,13,1
37219,0,4,5,3,39492,5,0
37220,0,3,12,9,145000,5,0
37221,0,3,10,7,46704,28,1
37223,1,3,2,0,70264,13,1
37224,0,3,3,2,65000,13,1
37225,0,3,16,13,69800,20,1
37227,0,3,4,3,160000,17,1
37228,0,2,8,3,21924,9,0
37229,1,4,25,25,116000,11,1
37230,0,4,8,4,132355,7,0
37231,0,3,12,5,41885,6,0
37232,0,4,4,2,64737,6,0
37233,0,3,3,0,27000,6,0
37234,0,3,8,0,53000,8,0
37235,1,4,24,15,80922,8,0
37236,0,4,4,2,75669,19,1
37237,0,4,5,1,36753,15,1
37238,0,4,12,9,102468,14,1
37239,0,4,4,0,6004,22,1
37240,0,4,6,6,36444,6,1
37241,0,1,7,4,6444,23,1
37242,0,3,15,8,50625,5,0
37243,1,3,20,15,54049,10,0
37244,1,1,32,18,53880,22,1
37245,1,3,14,8,107000,9,1
37246,0,3,9,5,92500,9,0
37247,0,3,3,0,68000,14,1
37248,0,3,18,7,34060,12,1
37249,0,2,7,1,66768,10,0
37250,0,1,25,11,90804,22,1
37251,0,1,10,10,150000,8,0
37252,0,3,9,3,16056,12,1
37253,0,4,4,2,34591,3,0
37254,0,3,4,0,25700,7,0
37255,1,5,24,9,103555,14,1
37256,1,3,27,20,145000,13,0
37257,0,1,8,3,28248,9,0
37258,0,3,8,3,12420,19,1
37259,0,3,6,2,78000,8,0
37260,0,3,4,2,31284,4,1
37261,1,4,17,9,117000,4,0
37262,0,5,6,3,125000,14,0
37263,1,3,21,21,80000,3,0
37264,0,3,6,5,20784,11,1
37265,0,3,9,4,100000,8,0
37266,0,3,19,8,51500,8,0
37267,1,3,32,25,150000,3,0
37268,1,3,30,23,37834,10,1
37269,1,1,12,10,28740,16,1
37270,1,3,18,17,42804,13,1
37271,0,1,10,3,54456,11,1
37273,0,3,7,3,70000,22,1
37274,0,3,8,2,86000,4,0
37275,0,3,4,2,65000,19,1
37276,1,3,21,19,120000,13,0
37277,0,4,8,6,51888,23,0
37278,0,3,5,4,17040,12,1
37279,1,2,25,25,55582,11,0
37280,0,3,10,1,118800,23,1
37283,0,3,7,4,23640,14,0
37284,0,4,2,1,9864,5,0
37285,0,3,4,2,38594,13,0
37286,0,3,12,3,100000,8,0
37287,0,4,3,3,6000,23,1
37288,0,1,5,3,3552,18,1
37289,0,3,10,8,145950,19,1
37290,0,3,1,0,35139,10,1
37291,0,3,12,6,77556,18,1
37294,1,4,15,5,85000,2,0
37295,0,4,7,3,25584,9,0
37296,0,3,17,6,18876,21,1
37297,0,3,17,12,58167,16,0
37298,0,3,9,1,13620,15,0
37299,0,4,15,6,81074,10,1
37300,0,1,6,3,12972,7,0
37301,1,3,8,6,72948,11,1
37302,0,4,7,4,29580,15,0
37303,1,3,35,22,136136,8,0
37304,0,3,7,2,71500,13,1
37306,0,3,6,5,98000,9,0
37307,0,4,12,2,93000,20,1
37308,0,3,10,8,51888,10,0
37309,0,3,7,1,74870,5,0
37311,0,2,18,13,49092,28,1
37312,0,3,9,5,155000,10,0
37313,0,2,4,4,33156,14,1
37314,0,3,5,3,33727,26,1
37315,0,3,8,0,1920,20,1
37316,0,3,5,3,90482,9,0
37318,0,3,6,0,35028,6,0
37319,0,3,2,0,44000,7,0
37320,0,3,7,2,13740,13,0
37321,0,1,7,3,11676,11,0
37322,0,1,5,2,33132,10,1
37323,0,3,12,6,85000,24,1
37324,0,4,6,5,125000,2,0
37325,0,3,7,2,13128,4,0
37326,1,3,20,10,57540,12,0
37327,1,3,22,18,150000,23,0
37328,1,3,20,15,56616,12,1
37329,1,3,31,22,185000,24,1
37330,0,4,11,2,75631,6,0
37331,0,3,9,0,28800,13,0
37332,0,4,20,14,64859,11,1
37333,0,3,5,2,45241,22,1
37334,0,3,5,1,14004,17,1
37335,0,3,10,5,7620,11,0
37336,0,3,6,5,71093,21,1
37337,0,3,20,12,18228,12,1
37338,0,3,2,0,33278,13,1
37340,1,1,25,11,105000,18,1
37341,0,3,12,5,75631,15,1
37342,0,3,12,6,65811,10,0
37343,0,1,15,1,87521,21,1
37344,0,1,1,0,18000,19,1
37345,0,4,2,2,37752,10,0
37346,0,5,12,0,116000,15,0
37347,1,4,23,16,140000,13,1
37348,0,1,14,5,30267,15,1
37349,0,2,2,0,3888,8,1
37351,0,2,10,6,108578,25,1
37352,0,5,10,5,58803,3,0
37353,1,1,4,2,112000,19,1
37354,1,3,10,2,140000,8,1
37355,0,1,4,1,10536,12,0
37356,0,1,9,7,20904,12,0
37357,0,4,11,6,32424,7,0
37358,0,3,10,10,137500,17,1
37359,0,1,8,5,19572,9,0
37360,0,3,5,4,100000,11,0
37361,0,3,7,4,27000,11,0
37362,0,4,5,3,65000,8,0
37364,0,2,7,3,18156,13,1
37365,0,1,8,1,2400,5,0
37366,0,4,15,6,60505,9,0
37367,1,3,16,12,19068,18,1
37368,1,4,15,10,43980,12,0
37369,0,3,10,1,108000,17,1
37370,0,3,5,2,56874,22,1
37371,1,1,8,6,41363,8,0
37372,0,3,4,2,88000,13,0
37373,0,4,14,1,175000,5,0
37374,0,1,8,3,15000,24,1
37375,0,3,5,0,16548,7,0
37376,0,1,7,5,10092,19,1
37377,0,1,4,3,29186,16,1
37378,1,5,14,10,60253,1,0
37379,0,3,14,8,120000,17,0
37380,1,1,12,8,21996,19,1
37381,0,3,5,2,71093,20,1
37382,1,3,18,16,60129,8,0
37383,0,3,8,5,139000,26,1
37384,0,4,3,2,19392,14,1
37385,0,3,11,7,11856,15,1
37386,0,3,2,2,4188,8,0
37387,1,4,34,22,90861,10,0
37388,1,3,20,10,90000,1,0
37389,0,3,3,0,6696,3,0
37390,0,1,9,6,12972,5,0
37391,0,3,7,0,49917,14,1
37393,1,3,8,3,130947,8,0
37394,1,3,32,15,105000,5,0
37395,1,3,22,17,61406,8,0
37396,0,3,10,4,48000,19,1
37397,0,3,11,7,57790,16,1
37398,1,4,17,17,86059,4,0
37399,1,3,22,19,24540,11,1
37400,1,2,25,15,73956,10,1
37402,0,3,5,4,90000,10,1
37404,1,4,16,12,51708,24,1
37405,0,3,7,0,56723,17,1
37406,0,3,15,7,76000,3,0
37407,1,4,30,25,58392,20,1
37409,1,3,23,17,90000,17,1
37410,0,3,15,10,83194,10,0
37411,0,3,10,9,15528,8,0
37412,0,4,1,0,110000,18,1
37413,0,4,8,5,103993,5,0
37414,0,3,2,1,7116,8,0
37415,1,3,30,16,135000,19,1
37416,0,4,16,8,161500,12,0
37417,1,3,10,4,61500,14,1
37418,0,3,3,0,76263,1,0
37420,1,3,18,15,95000,8,0
37421,0,3,5,2,98321,11,1
37422,1,3,27,23,76831,6,0
37423,1,3,16,12,27923,7,0
37424,1,1,7,3,24000,4,0
37425,0,3,7,2,18108,30,1
37427,0,3,14,7,3513,8,1
37428,0,3,7,5,18432,16,1
37429,1,3,20,15,160000,19,0
37430,1,5,24,15,144000,6,0
37431,0,3,22,10,110000,24,1
37432,1,1,23,15,120000,15,1
37433,0,2,5,2,88900,11,1
37434,0,1,4,1,9432,8,1
37435,0,3,13,11,15084,13,1
37436,0,3,12,8,15000,12,0
37437,0,4,11,3,155000,19,1
37439,0,4,11,5,36960,27,1
37440,0,3,15,11,190000,24,1
37441,0,3,4,1,22339,6,0
37442,0,3,7,2,3312,22,1
37443,1,3,15,15,21192,10,0
37445,0,1,12,6,59454,11,0
37446,0,2,11,8,11412,17,1
37447,0,4,3,1,2508,18,1
37448,0,1,3,1,11328,10,0
37451,0,1,7,2,9516,16,1
37452,0,3,5,2,17868,16,1
37453,1,3,24,20,118675,10,0
37455,0,3,8,4,698,15,0
37456,0,1,10,5,41587,17,1
37457,0,2,1,0,4800,11,0
37458,0,3,7,3,66000,18,1
37459,1,4,20,8,48637,13,0
37460,0,3,21,9,12566,13,1
37461,0,3,7,6,29320,11,0
37462,0,5,11,3,160000,10,0
37463,0,3,9,5,94539,24,1
37464,0,4,5,1,7344,11,1
37465,0,3,0,0,5028,2,0
37466,0,3,9,9,105500,22,1
37467,1,4,7,6,46074,2,0
37468,0,3,13,10,24000,16,1
37469,0,3,2,0,56723,7,0
37470,0,1,12,2,15079,22,1
37471,0,3,11,6,39072,13,0
37472,0,2,8,5,37056,14,1
37473,0,3,10,6,16752,9,0
37474,1,2,20,10,70000,21,1
37476,0,4,7,3,18456,2,0
37477,0,4,10,7,43281,16,1
37478,0,3,6,2,20943,14,1
37479,0,2,3,0,7260,7,1
37481,1,3,10,8,86853,22,1
37482,0,4,3,2,5585,12,0
37483,0,3,21,17,77184,19,1
37484,0,2,3,2,28164,9,0
37485,1,2,30,24,70132,24,1
37486,0,4,3,2,17148,7,0
37487,0,3,5,3,62018,11,0
37488,0,3,5,2,10092,18,0
37489,0,2,2,2,7788,19,1
37490,0,3,7,3,34904,16,0
37491,1,4,7,7,58368,16,1
37492,0,3,7,3,40212,16,1
37493,1,4,17,17,77556,10,0
37494,0,3,4,1,36753,11,1
37495,0,4,5,5,75240,4,0
37496,1,4,30,7,45396,9,0
37497,0,4,10,3,32424,11,0
37498,0,2,2,7,28000,26,1
37499,0,4,7,1,69468,11,0
37500,0,3,6,3,75000,13,1
37501,0,3,5,3,3672,18,1
37502,0,4,10,6,44861,12,1
37503,0,3,5,0,14377,16,1
37504,0,3,7,2,18429,17,1
37505,0,3,14,8,81074,20,1
37506,0,1,2,2,8568,5,0
37507,0,4,11,5,20784,14,1
37508,0,4,12,4,48936,17,0
37509,0,3,14,7,45396,12,0
37510,1,3,25,21,38915,15,0
37511,1,4,12,10,25644,7,0
37512,0,4,6,3,15924,4,0
37513,0,4,11,3,41942,8,1
37514,0,4,12,5,54049,10,0
37515,0,3,5,2,34900,22,1
37516,1,3,27,22,46482,20,1
37517,0,3,8,4,11169,9,0
37518,1,3,15,12,70804,4,0
37519,0,4,4,1,4108,17,0
37520,1,3,24,20,96072,21,1
37521,0,3,16,11,160000,12,0
37522,1,3,17,13,11867,9,1
37523,1,3,22,14,84960,24,1
37525,0,4,13,8,25128,7,0
37527,0,4,8,6,75669,16,0
37528,0,1,12,9,29832,8,0
37529,0,3,8,5,40030,13,0
37530,0,4,10,2,77556,3,0
37531,0,4,12,3,37294,12,1
37532,0,1,6,0,12972,12,1
37533,1,3,25,20,74159,18,1
37534,0,4,5,5,53184,15,1
37535,0,3,4,3,12804,13,1
37536,0,1,4,1,19998,14,1
37537,0,2,5,5,37620,9,0
37538,0,2,9,7,45396,15,1
37539,0,3,15,8,46482,15,0
37540,0,3,5,3,6552,15,1
37541,0,3,3,2,20000,8,0
37542,0,4,13,9,54049,13,1
37543,0,4,10,7,49093,14,1
37544,0,3,5,3,15358,5,0
37545,1,1,25,21,49308,20,1
37546,0,3,10,1,35672,21,1
37547,0,4,5,2,45241,10,0
37548,0,3,4,2,4189,10,0
37549,1,5,20,4,10860,5,0
37550,0,3,15,8,173880,22,1
37551,0,4,7,3,29186,16,1
37552,0,3,10,6,25020,7,0
37553,0,3,5,1,35672,16,1
37554,0,4,9,2,62520,15,0
37555,0,4,7,2,27516,8,1
37556,1,1,14,10,67500,4,0
37557,0,3,4,1,3552,18,1
37558,0,3,3,1,6204,8,1
37559,0,3,17,8,25944,17,1
37560,0,4,15,5,58368,3,0
37561,0,3,3,1,19546,5,0
37562,0,3,9,4,13962,12,1
37563,0,3,10,10,12075,7,0
37564,0,3,12,7,33600,15,1
37565,0,3,8,1,45401,8,0
37566,0,4,7,3,43080,14,1
37567,0,3,12,7,50262,11,0
37568,0,4,23,23,44320,14,0
37569,0,1,27,14,20100,21,1
37570,0,3,7,5,28128,17,1
37571,0,3,8,2,24006,15,0
37572,0,3,5,1,2844,13,1
37573,0,3,2,1,14316,7,0
37574,0,4,6,0,31128,18,1
37575,1,3,8,5,47239,6,0
37576,0,4,10,6,53184,21,1
37577,0,3,7,0,11169,6,0
37578,1,4,7,4,58368,8,0
37579,0,3,6,2,6744,13,0
37580,1,3,13,10,43239,25,0
37581,0,2,0,0,18408,5,0
37582,0,3,14,7,79264,13,1
37583,1,3,22,13,69036,13,0
37584,0,3,4,0,147100,12,1
37585,0,3,13,9,70264,16,0
37586,0,3,10,7,120211,15,1
37587,0,3,6,3,11868,21,1
37589,1,2,17,11,38916,13,1
37590,0,3,8,6,97288,14,1
37591,0,1,7,2,18528,11,1
37592,0,1,10,0,36324,10,0
37593,0,2,5,0,17148,13,0
37594,0,4,13,7,36781,6,0
37595,0,4,11,9,58800,17,1
37596,0,3,3,2,31485,8,0
37597,1,3,16,16,51444,21,1
37598,1,4,5,2,44900,12,0
37599,0,3,7,5,56211,13,0
37600,0,3,2,0,8340,9,0
37601,0,3,4,1,62950,15,0
37602,0,2,18,10,194724,11,0
37603,0,1,14,4,44304,20,1
37604,0,3,6,2,19546,8,0
37605,0,3,11,5,51057,11,0
37606,0,3,7,3,1032,14,1
37607,0,3,11,0,3948,7,0
37608,0,3,14,10,86478,9,0
37609,0,2,5,2,36400,16,1
37610,0,3,2,1,43948,5,0
37611,0,3,11,3,44628,7,0
37612,0,1,17,7,54000,21,1
37613,1,5,35,15,121979,3,0
37614,0,5,10,7,40070,3,0
37616,0,3,0,0,4887,11,0
37617,1,5,30,13,61368,30,1
37618,0,3,10,3,64859,27,1
37619,0,3,17,10,64859,5,0
37620,1,4,28,15,124300,18,1
37621,0,4,7,3,46482,8,0
37622,0,3,8,4,12972,28,1
37623,0,4,13,2,42828,8,0
37624,0,3,5,4,19728,16,1
37625,0,4,12,4,16716,10,1
37626,1,3,20,15,84000,18,0
37627,1,3,30,6,54289,18,1
37629,0,4,15,6,38916,22,1
37630,0,1,13,4,36324,12,0
37631,0,1,11,9,55944,10,0
37632,1,4,23,10,58368,5,0
37633,1,3,26,19,98395,17,1
37634,1,5,34,12,84019,5,0
37635,0,1,19,13,62076,19,0
37636,0,3,6,2,54050,18,1
37637,0,3,5,3,11169,14,0
37638,0,1,5,3,45401,14,0
37639,0,3,3,0,5292,11,0
37640,0,3,7,3,29832,15,1
37641,0,4,10,2,54480,9,0
37642,0,3,8,3,1675,15,1
37643,0,3,6,0,4272,11,0
37644,0,3,7,4,75936,5,0
37645,1,2,0,0,68,7,0
37646,0,2,4,2,79413,25,1
37647,0,3,10,6,42804,17,1
37648,0,3,10,8,71093,16,1
37649,0,1,8,5,15096,15,1
37650,0,2,25,12,70264,20,1
37651,1,3,25,21,194212,12,0
37652,0,3,7,2,54049,9,1
37653,0,3,0,0,38916,14,1
37654,0,3,13,10,42037,13,1
37655,0,1,7,4,42960,11,1
37656,0,3,10,6,27432,8,0
37657,0,1,7,1,31022,18,1
37658,1,1,20,17,86478,11,1
37659,0,3,14,8,17904,12,1
37660,0,5,15,5,100214,7,0
37661,0,3,2,1,11868,17,1
37662,1,3,20,15,63337,7,0
37663,0,3,18,9,74588,8,0
37664,0,1,7,3,28524,11,0
37665,0,3,11,7,31200,11,1
37666,0,1,7,6,39492,11,0
37668,0,3,12,2,181000,16,1
37669,1,5,15,10,13404,1,0
37670,0,4,11,7,23199,9,0
37671,0,4,6,2,52996,25,1
37672,0,3,1,2,8376,14,0
37673,0,4,15,5,30606,26,1
37674,1,5,10,5,68592,9,0
37675,0,2,6,4,22704,25,1
37676,0,1,6,2,279,9,0
37677,1,4,25,19,43239,11,0
37678,1,1,25,22,135108,30,1
37679,0,5,9,9,82473,10,0
37680,0,3,12,8,25131,10,0
37681,0,2,12,1,24924,20,1
37682,1,3,12,10,111163,7,0
37683,0,5,11,3,71093,8,0
37684,0,3,10,4,58167,21,1
37685,0,1,8,4,4020,6,0
37686,0,4,4,1,13668,13,1
37687,0,2,1,1,14268,14,1
37688,0,4,16,10,64859,11,0
37689,0,1,7,4,21768,16,1
37690,0,3,4,2,5028,8,0
37691,1,1,18,14,19104,30,1
37692,0,1,20,10,38916,8,0
37693,0,3,7,4,51704,4,0
37694,0,2,3,0,10380,7,0
37695,0,5,5,5,64859,9,0
37696,1,1,18,15,36,5,0
37697,0,4,5,3,36516,15,1
37698,0,4,6,2,13572,14,1
37699,0,3,8,4,70000,11,0
37700,0,3,4,0,9108,11,0
37701,1,1,14,12,59052,14,1
37702,0,3,4,0,7679,16,0
37704,1,3,30,15,86478,13,0
37705,0,3,11,8,62045,13,0
37706,0,3,0,1,2844,8,0
37708,1,4,20,10,78912,15,1
37709,0,3,11,4,24660,20,1
37710,0,4,10,5,64860,16,1
37711,0,4,3,2,18377,9,0
37712,0,4,7,3,13962,5,0
37713,0,3,4,0,2400,3,0
37714,0,3,5,2,7068,9,0
37715,1,3,27,21,19242,17,1
37716,0,3,7,1,31128,7,0
37717,0,3,13,10,55776,14,0
37719,0,1,12,8,48644,17,1
37720,0,3,9,1,11748,12,0
37721,1,3,6,4,92184,5,0
37722,0,2,8,6,83364,11,0
37723,0,3,8,8,13740,19,1
37724,0,3,7,4,8400,10,0
37725,0,4,12,2,76237,6,0
37726,0,3,7,4,5040,12,1
37727,0,4,18,10,55224,10,1
37728,0,3,4,2,59454,7,0
37729,0,1,5,5,63792,16,1
37730,0,3,10,7,60752,12,1
37731,0,4,16,10,60000,8,1
37732,0,3,5,5,25829,6,1
37733,0,3,6,2,20943,18,0
37734,0,2,6,3,129718,29,1
37735,0,4,14,9,16754,12,0
37736,1,3,14,11,71208,15,1
37737,1,5,31,17,64859,22,1
37738,0,4,6,1,35676,10,0
37739,0,4,8,6,20943,7,0
37740,0,1,3,0,3708,11,0
37741,0,4,8,1,39276,3,0
37742,1,4,15,10,86478,23,1
37743,1,4,23,14,59459,6,0
37744,1,3,13,12,62844,10,1
37745,0,4,12,6,33510,8,1
37746,0,3,4,1,6756,13,0
37747,0,3,12,8,27644,11,0
37748,0,4,5,5,58368,14,1
37749,0,4,13,8,10896,11,0
37751,0,1,5,2,16860,20,1
37752,0,3,12,6,67453,15,1
37753,0,3,6,4,7716,14,1
37754,1,4,13,13,108098,30,1
37755,0,3,13,9,55130,14,0
37756,0,4,6,4,26030,4,0
37757,0,3,7,3,91488,10,1
37758,0,3,5,1,45396,13,0
37759,0,4,6,0,38916,29,1
37760,0,4,7,3,45401,8,0
37761,0,2,2,0,40536,12,1
37762,0,2,12,10,103408,14,1
37763,0,1,5,2,5585,11,1
37764,0,1,16,12,157092,9,1
37765,0,4,20,12,64860,8,0
37766,0,1,3,2,3084,13,0
37767,0,3,7,3,33508,16,1
37768,1,4,22,22,64860,5,0
37769,0,3,11,5,37834,8,0
37770,0,4,6,2,8496,6,0
37771,0,1,2,0,10452,7,0
37772,0,4,13,8,14053,12,1
37773,0,3,17,9,81420,21,1
37774,0,3,10,4,48000,23,1
37775,1,4,10,10,60996,16,1
37776,0,3,7,2,24324,15,1
37777,0,3,7,0,2640,9,0
37778,0,4,6,1,70000,6,0
37779,0,3,5,4,16754,8,0
37780,0,3,5,7,50268,11,0
37781,0,3,6,3,44969,5,0
37782,0,4,17,11,64860,8,0
37783,0,4,6,3,56211,6,0
37784,0,4,8,1,3490,5,0
37785,0,3,5,3,5028,18,1
37786,0,3,10,2,14268,9,0
37787,0,3,6,0,13212,6,0
37788,0,4,8,4,52548,3,0
37789,1,1,6,5,36444,5,0
37790,1,1,27,15,56252,4,0
37791,0,3,8,3,5592,17,1
37792,0,4,10,10,120000,23,0
37793,0,3,4,4,9075,9,0
37794,1,1,25,19,51887,16,1
37795,0,4,10,9,68102,16,1
37796,0,4,12,5,72900,23,1
37797,1,5,20,5,59454,12,0
37798,0,3,7,4,64859,12,0
37799,1,4,18,15,5028,13,1
37800,0,4,4,3,27408,10,0
37801,1,4,21,8,64859,7,0
37802,0,3,5,2,37620,5,0
37803,0,2,1,0,43239,18,1
37804,1,3,21,20,142185,18,1
37805,0,1,3,1,7236,16,1
37806,1,1,27,23,77832,7,0
37807,1,4,15,10,2811,10,0
37808,0,3,12,10,62520,20,1
37809,0,2,15,10,122796,30,1
37810,1,5,34,18,45562,14,1
37811,0,3,9,2,11100,17,1
37812,1,3,30,20,105072,14,1
37813,0,3,8,3,38688,7,0
37814,0,4,6,3,17508,12,0
37815,0,3,8,3,40717,16,1
37816,0,3,15,12,77832,13,0
37817,0,3,10,5,16754,9,1
37818,0,3,6,2,31236,19,1
37819,0,1,4,1,3528,7,0
37820,0,4,6,2,4189,8,0
37821,0,3,7,3,70000,14,0
37822,1,2,12,12,36372,12,0
37823,0,3,5,1,6981,18,1
37824,0,3,15,10,64859,15,1
37825,0,3,6,0,31128,10,1
37826,0,1,8,5,100822,13,0
37827,0,3,10,2,33084,12,0
37828,1,1,15,10,51888,17,1
37829,0,4,14,3,73368,6,0
37830,0,3,7,7,13068,6,0
37831,1,4,10,9,51960,6,0
37832,1,1,20,20,100351,0,0
37833,0,1,14,7,88000,17,1
37834,0,5,12,3,81319,2,0
37835,0,4,1,0,34368,2,0
37836,0,3,7,3,39444,8,1
37837,0,5,12,7,35672,11,0
37838,1,1,15,10,37834,12,0
37839,0,3,0,0,30267,8,0
37840,0,3,15,7,24000,17,1
37841,1,5,20,15,85000,5,0
37842,0,3,8,5,12564,13,1
37843,0,3,5,1,30808,16,1
37844,0,5,12,5,16488,14,0
37845,1,4,23,22,58908,10,0
37846,0,1,8,5,21204,12,0
37847,0,3,13,5,19752,17,1
37848,1,1,13,10,150000,7,0
37849,0,1,6,2,7788,14,0
37850,0,3,1,0,110000,13,0
37851,0,1,8,0,9084,17,1
37852,0,4,7,5,68068,11,0
37853,1,4,16,10,120000,7,0
37854,0,3,4,1,60129,8,0
37855,0,3,8,1,142404,14,0
37856,0,3,15,5,57888,13,0
37857,0,3,13,5,16368,10,1
37858,0,3,8,4,50520,18,1
37859,0,3,7,5,64344,11,0
37860,0,3,8,6,48644,10,0
37861,0,2,5,3,34428,16,0
37862,0,4,8,5,59454,9,0
37863,1,3,20,15,93396,21,1
37864,0,1,14,10,77832,17,1
37865,1,4,20,15,113244,2,0
37867,0,3,8,0,120000,16,1
37868,0,4,19,5,119832,8,1
37869,0,3,4,0,3156,8,0
37870,0,3,7,4,45408,5,0
37871,1,4,22,15,16488,3,0
37872,0,1,8,0,10380,21,1
37873,1,4,24,13,90000,18,0
37874,0,3,5,0,35200,6,0
37875,1,3,20,13,123000,22,1
37876,0,4,7,5,81074,5,0
37877,0,3,0,0,4189,3,0
37878,0,3,5,1,120000,20,1
37879,0,1,8,4,75669,21,1
37881,1,4,10,5,61616,12,1
37882,0,3,6,3,39444,6,0
37883,0,3,5,0,26796,9,0
37884,1,4,4,2,45396,14,0
37885,1,3,20,20,180000,14,0
37886,1,4,24,21,86478,18,1
37887,1,3,20,15,106000,11,0
37888,0,3,7,3,29256,7,0
37889,0,3,10,0,60000,9,0
37890,1,3,15,14,38928,6,0
37891,0,3,13,1,44861,21,1
37892,0,3,4,1,4920,10,1
37893,0,3,5,2,5585,10,1
37894,1,3,20,13,12972,24,1
37895,0,4,4,3,62300,2,0
37896,1,1,22,21,43404,8,0
37897,0,4,16,4,45396,3,0
37898,0,3,6,4,6696,12,0
37899,1,3,20,15,3852,8,1
